| label | base | transformer | geometry | status | stage2 s | sec/token | decode s | chunks | sec/chunk | ded peak MB | shr peak s2 MB | rx med s2 | a1 | a2 | a3 | a4 | verdict | a1b s2 | a1b dec | verdict v2 | thin base | ref tok | pred res MB | obs res MB | residual MB | verdict v3' |
| g_s_1080_153 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 1920x1088/153f | completed | 117.75 | 0.002886029 | 23.16 | 4 | 5.79 | 15770.2 | 1752.6 | 6529.0 | True | True | True | True | harmful | True | False | harmful | False |  |  |  |  | plateau |
| g_s_1080_145 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 1920x1088/145f | completed | 63.15 | 0.001629257 | 22.22 | 4 | 5.555 | 15770.9 | 1129.2 | 3.0 | True | True | False | True | harmful | False | False | organic | False |  |  |  |  | clean |
| g_s_720_353 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 1280x768/353f | completed | 174.6 | 0.004041667 | 24.55 | 9 | 2.7278 | 15968.7 | 2179.8 | 26590.5 | True | True | True | True | harmful | True | False | harmful | False |  |  |  |  | plateau |
| g_s_720_345 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 1280x768/345f | completed | 150.6 | 0.003565341 | 23.99 | 9 | 2.6656 | 15904.7 | 1962.8 | 26988.0 | True | True | True | False | harmful | True | False | harmful | False |  |  |  |  | plateau |
| g_s_720_329 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 1280x768/329f | completed | 91.65 | 0.002273065 | 23.11 | 9 | 2.5678 | 15873.6 | 1476.1 | 143.0 | True | True | True | False | harmful | False | False | organic | False |  |  |  |  | clean |
| g_s_896_329 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 896x1152/329f | completed | 151.5 | 0.003578515 | 24.27 | 9 | 2.6967 | 15946.4 | 1975.9 | 19.0 | True | True | True | False | harmful | True | False | harmful | False |  |  |  |  | plateau |
| g_s_896_313 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 896x1152/313f | completed | 97.95 | 0.002429315 | 23.4 | 8 | 2.925 | 15871.7 | 1475.0 | 10.5 | True | True | True | False | harmful | True | False | harmful | False |  |  |  |  | plateau |
| g_s_896_297 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 896x1152/297f | completed | 61.95 | 0.001617325 | 21.36 | 8 | 2.67 | 15626.9 | 1129.3 | 4.0 | True | True | False | False | organic | False | False | organic | False |  |  |  |  | clean |
| g_c_1792x1024 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 1792x1024/186f | completed | 64.5 | 0.001636059 | 23.3 | 5 | 4.66 | 15831.0 | 1282.9 | 6.0 | True | True | False | True | harmful | False | False | organic | False |  |  |  |  | clean |
| g_c_1728x1024 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 1728x1024/186f | completed | 61.2 | 0.001609848 | 22.46 | 5 | 4.492 | 15586.8 | 1156.5 | 5.0 | True | True | False | True | harmful | False | False | organic | False |  |  |  |  | clean |
| g_c_1664x960 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 1664x960/186f | completed | 54.45 | 0.001586538 | 20.57 | 5 | 4.114 | 14730.4 | 1172.8 | 5.0 | True | True | False | True | harmful | False | False | organic | False |  |  |  |  | clean |
| g_s_1080_145_r2 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 1920x1088/145f | completed | 63.0 | 0.001625387 | 22.19 | 4 | 5.5475 | 15803.0 | 1155.3 | 3.5 | True | True | False | True | harmful | False | False | organic | False |  |  |  |  | clean |
| g_s_1080_153_r2 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 1920x1088/153f | completed | 117.6 | 0.002882353 | 23.16 | 4 | 5.79 | 15782.0 | 1719.7 | 556.5 | True | True | True | True | harmful | True | False | harmful | False |  |  |  |  | plateau |
| g_s_720_329_r2 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 1280x768/329f | completed | 91.65 | 0.002273065 | 23.15 | 9 | 2.5722 | 15897.8 | 1476.0 | 144.5 | True | True | True | False | harmful | True | False | harmful | False |  |  |  |  | plateau |
| g_s_720_313 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 1280x768/313f | completed | 62.1 | 0.001617188 | 22.31 | 8 | 2.7887 | 15670.8 | 1155.2 | 4.0 | True | True | False | True | harmful | False | False | organic | False |  |  |  |  | clean |
| g_s_896_297_r2 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 896x1152/297f | completed | 61.95 | 0.001617325 | 21.37 | 8 | 2.6713 | 15655.5 | 1129.6 | 2.0 | True | True | False | False | organic | False | False | organic | False |  |  |  |  | clean |
| g_s_896_313_r2 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 896x1152/313f | completed | 91.65 | 0.002273065 | 23.39 | 8 | 2.9238 | 15900.1 | 1475.4 | 484.0 | True | True | True | False | harmful | True | False | harmful | False |  |  |  |  | plateau |
| g_c_1792x1024_r2 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 1792x1024/186f | completed | 65.25 | 0.001655083 | 23.25 | 5 | 4.65 | 15902.0 | 1234.2 | 7.0 | True | True | False | True | harmful | False | False | organic | False |  |  |  |  | clean |
| g_c_1856x1024_r2 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 1856x1024/186f | completed | 117.75 | 0.002883768 | 23.86 | 5 | 4.772 | 15813.1 | 1732.0 | 4967.0 | True | True | True | True | harmful | True | False | harmful | False |  |  |  |  | plateau |
| g_s_720_313_r2 | LTX25 | default | 1280x768/313f | completed | 62.25 | 0.001621094 | 22.46 | 8 | 2.8075 | 13577.8 | 669.1 | 6.0 | True | True | False | True | harmful | False | False | organic | False |  |  |  |  | clean |
| b_warm | LTX25 | default | 768x512/121f | completed | 8.7 | 0.001416016 | 2.95 | 3 | 0.9833 | 4603.1 | 643.6 | 854.5 | False | False |  |  | clean |  |  | baseline | False |  |  |  |  | baseline |
| b_s_1080_b89 | LTX25 | default | 1920x1088/89f | completed | 36.6 | 0.001495098 | 13.07 | 3 | 4.3567 | 9718.8 | 660.2 | 4.0 | False | False |  |  | clean |  |  | baseline | False |  |  |  |  | baseline |
| b_s_1080_161 | LTX25 | default | 1920x1088/161f | completed | 70.8 | 0.001652661 | 23.99 | 4 | 5.9975 | 14802.8 | 669.2 | 1.0 | False | False | False | True | clean | False | False | clean | False |  |  |  |  | clean |
| b_s_1080_169 | LTX25 | default | 1920x1088/169f | completed | 75.15 | 0.001674465 | 24.95 | 5 | 4.99 | 15344.2 | 634.8 | 3.0 | False | False | False | False | clean | False | False | clean | False |  |  |  |  | clean |
| a_warm | LTX23 | Sulphur-2-base-distil-Q6_K | 768x512/121f | completed | 8.4 | 0.001367188 | 6.14 | 3 | 2.0467 | 9566.2 | 1159.6 | 17200.5 | True | True |  |  | organic |  |  | baseline | False |  |  |  |  | baseline |
| a_s_1080_b89 | LTX23 | Sulphur-2-base-distil-Q6_K | 1920x1088/89f | completed | 35.7 | 0.001458333 | 18.09 | 3 | 6.03 | 11926.1 | 1179.0 | 5.0 | True | True |  |  | organic |  |  | baseline | False |  |  |  |  | baseline |
| a_s_1080_161 | LTX23 | Sulphur-2-base-distil-Q6_K | 1920x1088/161f | completed | 69.3 | 0.001617647 | 35.49 | 4 | 8.8725 | 14932.4 | 1180.2 | 4.0 | True | True | False | True | harmful | False | False | organic | False |  |  |  |  | clean |
| a_s_1080_169 | LTX23 | Sulphur-2-base-distil-Q6_K | 1920x1088/169f | completed | 73.35 | 0.001634358 | 36.3 | 5 | 7.26 | 15503.9 | 1155.1 | 3.0 | True | True | False | True | harmful | False | False | organic | False |  |  |  |  | clean |
| f_s_1080_153_d | LTX23 | sulphur_distil_fp8mixed | 1920x1088/153f | completed | 234.45 | 0.005746324 | 54.74 | 4 | 13.685 | 15825.1 | 5112.4 | 16637.0 | True | True | True | True | harmful | True | False | harmful | False |  |  |  |  | plateau |
| f_s_1080_145_d | LTX23 | sulphur_distil_fp8mixed | 1920x1088/145f | completed | 174.45 | 0.004500774 | 54.25 | 4 | 13.5625 | 15933.4 | 4231.3 | 10.0 | True | True | True | True | harmful | True | False | harmful | False |  |  |  |  | plateau |
| f_s_1080_137_d | LTX23 | sulphur_distil_fp8mixed | 1920x1088/137f | completed | 108.0 | 0.002941176 | 44.22 | 4 | 11.055 | 15841.6 | 3541.9 | 1.0 | True | False | True | True | inconclusive | True | False | harmful | False |  |  |  |  | plateau |
| g_warm2 | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 768x512/121f | completed | 8.85 | 0.00144043 | 2.97 | 3 | 0.99 | 7662.0 | 1163.2 | 5302.0 | True | True |  |  | organic |  |  | baseline | False |  |  |  |  | baseline |
| g_s_720_313_r2b | LTX25 | ltx-2.5-22b-distilled-transformer-fp8_e4m3fn | 1280x768/313f | completed | 62.1 | 0.001617188 | 22.32 | 8 | 2.79 | 15660.2 | 1145.9 | 4.0 | True | True | False | True | harmful | False | False | organic | False |  |  |  |  | clean |
| f_s_1080_121_d | LTX23 | sulphur_distil_fp8mixed | 1920x1088/121f | completed | 87.45 | 0.002679228 | 40.42 | 3 | 13.4733 | 15720.5 | 2193.3 | 1.5 | True | False | False | True | inconclusive | False | False | organic | False |  |  |  |  | clean |
| f_s_1080_105_d | LTX23 | sulphur_distil_fp8mixed | 1920x1088/105f | completed | 72.0 | 0.002521008 | 38.25 | 3 | 12.75 | 14367.4 | 2179.2 | 1.0 | True | False | False | True | inconclusive | False | False | organic | False |  |  |  |  | clean |
| f_s_1080_129_d | LTX23 | sulphur_distil_fp8mixed | 1920x1088/129f | completed | 97.95 | 0.002824394 | 41.83 | 4 | 10.4575 | 15952.4 | 2694.6 | 1.0 | True | False | False | False | organic | True | False | organic | False |  |  |  |  | plateau |
| f_s_1080_121_d_r2 | LTX23 | sulphur_distil_fp8mixed | 1920x1088/121f | completed | 87.3 | 0.002674632 | 41.01 | 3 | 13.67 | 15683.6 | 2207.5 | 2.0 | True | False | False | True | inconclusive | False | False | organic | False |  |  |  |  | clean |
